,Loss_State_Space
91022,[0.0008742838399484754]
91023,[0.0018772006733343005]
91024,[0.010708881542086601]
91025,[0.011356508359313011]
91026,[4.222524166107178]
91027,[0.02954448200762272]
91028,[0.003379932139068842]
91029,[0.0016114878235384822]
91030,[0.47455939650535583]
91031,[0.0028003298211842775]
91032,[0.004072076641023159]
91033,[0.05873595550656319]
91034,[0.0013417300069704652]
91035,[0.02128625102341175]
91036,[0.010242899879813194]
91037,[0.01785416714847088]
91038,[0.006692277267575264]
91039,[0.07406534999608994]
91040,[0.004721631295979023]
91041,[0.01733732782304287]
91042,[0.0016217946540564299]
91043,[0.002111008856445551]
91044,[0.0013201279798522592]
91045,[0.05385860055685043]
91046,[0.0032734861597418785]
91047,[0.009528757072985172]
91048,[0.018002310767769814]
91049,[0.0035732961259782314]
91050,[0.006104105617851019]
91051,[0.002260499633848667]
91052,[0.0031324964947998524]
91053,[0.00615175673738122]
91054,[0.011942131444811821]
91055,[0.005490649025887251]
91056,[0.0056421756744384766]
91057,[0.018043676391243935]
91058,[0.02235846407711506]
91059,[0.006501105614006519]
91060,[0.007338580675423145]
91061,[0.005093241576105356]
91062,[0.0008465650025755167]
91063,[0.002699483186006546]
91064,[0.0028342760633677244]
91065,[0.0009826355380937457]
91066,[0.0013264340814203024]
91067,[0.013338584452867508]
91068,[0.0031117508187890053]
91069,[0.0069237370043993]
91070,[30.480623245239258]
91071,[0.004294843878597021]
91072,[0.04449063166975975]
91073,[0.04205159842967987]
91074,[0.03442057594656944]
91075,[0.28087520599365234]
91076,[0.4182468354701996]
91077,[0.45362451672554016]
91078,[0.6523038744926453]
91079,[2.655064105987549]
91080,[0.01895342767238617]
91081,[1.519870400428772]
91082,[0.269950807094574]
91083,[0.20854079723358154]
91084,[0.00328571954742074]
91085,[0.008879630826413631]
91086,[0.12170623987913132]
91087,[0.17448176443576813]
91088,[0.6180694699287415]
91089,[0.005438453983515501]
91090,[0.3462880849838257]
91091,[0.003795926459133625]
91092,[0.006555903237313032]
91093,[0.013569437898695469]
91094,[0.012560617178678513]
91095,[0.5068784952163696]
91096,[0.793291449546814]
91097,[0.014689858071506023]
91098,[0.16801989078521729]
91099,[0.14741596579551697]
91100,[0.15884393453598022]
91101,[0.07411578297615051]
91102,[0.0021757225040346384]
91103,[0.0017412579618394375]
91104,[0.03301066905260086]
91105,[0.044860806316137314]
91106,[0.040417347103357315]
91107,[0.01526753231883049]
91108,[0.006605139933526516]
91109,[0.002268304815515876]
91110,[38.05680465698242]
91111,[0.08684774488210678]
91112,[0.03008221462368965]
91113,[0.39801809191703796]
91114,[0.8555578589439392]
91115,[0.006659421604126692]
91116,[0.011445939540863037]
91117,[0.024095196276903152]
91118,[0.45193177461624146]
91119,[0.26874953508377075]
91120,[4.634634971618652]
91121,[0.41439804434776306]
91122,[0.5138792395591736]
91123,[0.08721418678760529]
91124,[0.002382830251008272]
91125,[3.720741033554077]
91126,[0.003546010470017791]
91127,[0.9585108160972595]
91128,[0.004391687456518412]
91129,[0.0013391850516200066]
91130,[0.07553506642580032]
91131,[0.01821271702647209]
91132,[0.025840923190116882]
91133,[0.03659511357545853]
91134,[4.265154838562012]
91135,[0.010982666164636612]
91136,[0.07223387062549591]
91137,[6.205393314361572]
91138,[0.09509237855672836]
91139,[0.14597102999687195]
91140,[0.3563465178012848]
91141,[0.08090376853942871]
91142,[2.1196532249450684]
91143,[0.005944546312093735]
91144,[0.0042136479169130325]
91145,[0.12662671506404877]
91146,[0.08862987905740738]
91147,[0.4834420084953308]
91148,[0.31836366653442383]
91149,[0.002716206479817629]
91150,[0.884849488735199]
91151,[0.04480975121259689]
91152,[0.0052624717354774475]
91153,[1.2948365211486816]
91154,[0.279300332069397]
91155,[0.5891628861427307]
91156,[0.4471729099750519]
91157,[0.002272388432174921]
91158,[0.0017798298504203558]
91159,[0.0062248595058918]
91160,[0.0051550595089793205]
91161,[0.5559558868408203]
91162,[0.1271704137325287]
91163,[0.08619867265224457]
91164,[0.009529371745884418]
91165,[0.0028448556549847126]
91166,[0.02478945069015026]
91167,[0.00497402623295784]
91168,[0.06467333436012268]
91169,[0.0028193152975291014]
91170,[0.004439373500645161]
91171,[0.03900061547756195]
91172,[0.003041361691430211]
91173,[0.09432465583086014]
91174,[0.010196531191468239]
91175,[0.03569679334759712]
91176,[0.003460564184933901]
91177,[0.009184908121824265]
91178,[0.014938542619347572]
91179,[0.0031176740303635597]
91180,[0.10044734179973602]
91181,[0.021763185039162636]
91182,[0.03875398635864258]
91183,[0.014260339550673962]
91184,[0.011251314543187618]
91185,[0.009175365790724754]
91186,[0.0649416521191597]
91187,[0.017555201426148415]
91188,[0.008691804483532906]
91189,[0.044040679931640625]
91190,[0.05596600100398064]
91191,[0.03738221526145935]
91192,[0.019342515617609024]
91193,[0.0077254679054021835]
91194,[0.010936896316707134]
91195,[18.394123077392578]
91196,[0.029274646192789078]
91197,[0.013224753551185131]
91198,[0.005750701762735844]
91199,[0.023416223004460335]
91200,[0.6411494612693787]
91201,[0.04280587285757065]
91202,[0.07195653766393661]
91203,[0.003049408085644245]
91204,[0.10874386876821518]
91205,[0.04780561476945877]
91206,[0.006364877335727215]
91207,[0.5838678479194641]
91208,[0.012514758855104446]
91209,[0.05707646906375885]
91210,[0.5951224565505981]
91211,[0.08687042444944382]
91212,[0.0066530779004096985]
91213,[0.1508636325597763]
91214,[0.017776204273104668]
91215,[0.014072882942855358]
91216,[0.02169916033744812]
91217,[0.03314601257443428]
91218,[0.0061813052743673325]
91219,[0.14859189093112946]
91220,[0.0028875786811113358]
91221,[0.039743147790431976]
91222,[0.020459894090890884]
91223,[0.06483249366283417]
91224,[0.003375197760760784]
91225,[0.005855062045156956]
91226,[0.06480881571769714]
91227,[0.2785704433917999]
91228,[0.035399191081523895]
91229,[0.0041077095083892345]
91230,[0.020673416554927826]
91231,[0.002179100178182125]
91232,[0.006253538653254509]
91233,[0.009462971240282059]
91234,[0.004706648178398609]
91235,[0.003085571341216564]
91236,[0.029564017429947853]
91237,[0.0025154766626656055]
91238,[0.004916175734251738]
91239,[0.01544998586177826]
91240,[0.004949511960148811]
91241,[0.0038154053036123514]
91242,[0.00758993299677968]
91243,[0.0042383698746562]
91244,[0.07065775990486145]
91245,[0.002973883645609021]
91246,[0.03799942508339882]
91247,[0.0010007984237745404]
91248,[0.030606109648942947]
91249,[0.005818307399749756]
91250,[0.00444587878882885]
91251,[0.0010833548149093986]
91252,[0.027892496436834335]
91253,[0.014307976700365543]
91254,[0.021002108231186867]
91255,[0.0032467921264469624]
91256,[0.003221537685021758]
91257,[0.0061891148798167706]
91258,[0.05017506331205368]
91259,[0.03339103236794472]
91260,[0.40468963980674744]
91261,[0.016542308032512665]
91262,[0.0026187393814325333]
91263,[0.005445603281259537]
91264,[0.005137357860803604]
91265,[0.003479616716504097]
91266,[0.012570362538099289]
91267,[0.02669777348637581]
91268,[0.08673351258039474]
91269,[0.0016853101551532745]
91270,[0.002430446445941925]
91271,[0.09327762573957443]
91272,[0.03072093240916729]
91273,[0.016313591971993446]
91274,[0.054955996572971344]
91275,[0.019199881702661514]
91276,[0.00797000527381897]
91277,[0.03195619583129883]
91278,[0.017376694828271866]
91279,[0.03639952093362808]
91280,[0.009101270698010921]
91281,[0.003070872277021408]
91282,[0.001845738384872675]
91283,[0.0015850340714678168]
91284,[0.006645971443504095]
91285,[0.010206207633018494]
91286,[0.002177606103941798]
91287,[0.005661312025040388]
91288,[0.0033072412479668856]
91289,[0.6905279159545898]
91290,[0.0011139726266264915]
91291,[0.016390519216656685]
91292,[0.014597348868846893]
91293,[0.002331065246835351]
91294,[0.004907621070742607]
91295,[0.007890813052654266]
91296,[0.0049809240736067295]
91297,[0.006808771751821041]
91298,[0.023407084867358208]
91299,[0.03022545389831066]
91300,[18.95623207092285]
91301,[0.00316043384373188]
91302,[0.007666382007300854]
91303,[0.1309865415096283]
91304,[0.08254273980855942]
91305,[0.012272505089640617]
91306,[0.1638670265674591]
91307,[0.12528806924819946]
91308,[0.13092966377735138]
91309,[0.24940577149391174]
91310,[0.07926949858665466]
91311,[0.006360220722854137]
91312,[0.11572568118572235]
91313,[0.040440965443849564]
91314,[0.014098221436142921]
91315,[0.0057906522415578365]
91316,[0.0015775883803144097]
91317,[0.0016679989639669657]
91318,[0.001709076459519565]
91319,[0.0033324630931019783]
91320,[0.012986727990210056]
91321,[0.10483008623123169]
91322,[0.40780946612358093]
91323,[0.45272740721702576]
91324,[0.037737950682640076]
91325,[0.0023743968922644854]
91326,[0.05568874999880791]
91327,[0.005836904980242252]
91328,[0.007015565410256386]
91329,[0.4723733067512512]
91330,[0.1468508392572403]
91331,[0.04196646064519882]
91332,[0.0032783793285489082]
91333,[0.11637425422668457]
91334,[0.555953323841095]
91335,[0.018181482329964638]
91336,[0.11034795641899109]
91337,[0.006929810158908367]
91338,[0.0809641182422638]
91339,[0.02714952826499939]
91340,[0.0040775490924716]
91341,[0.020109806209802628]
91342,[0.0030711693689227104]
91343,[0.02854013442993164]
91344,[0.018371017649769783]
91345,[0.004576192703098059]
91346,[0.01803913526237011]
91347,[0.007107264827936888]
91348,[0.008455174043774605]
91349,[0.00472729466855526]
91350,[0.008388557471334934]
91351,[0.08750259131193161]
91352,[0.012056535109877586]
91353,[0.0016894007567316294]
91354,[0.003661684226244688]
91355,[0.004354460630565882]
91356,[0.00565386051312089]
91357,[0.007880975492298603]
91358,[0.003286750754341483]
91359,[0.018224066123366356]
91360,[0.021649271249771118]
91361,[0.005084062460809946]
91362,[0.002824815921485424]
91363,[0.5467166304588318]
91364,[0.002574264770373702]
91365,[0.002547905780375004]
91366,[0.014850646257400513]
91367,[0.016042035073041916]
91368,[0.045837994664907455]
91369,[0.0016822845209389925]
91370,[0.013808218762278557]
91371,[0.008193107321858406]
91372,[0.006727705709636211]
91373,[0.0005831800517626107]
91374,[0.0059241075068712234]
91375,[0.007137876003980637]
91376,[0.00537517387419939]
91377,[0.0018545310012996197]
91378,[0.0051739271730184555]
91379,[0.0016494498122483492]
91380,[0.003429732285439968]
91381,[0.0023645234759896994]
91382,[0.001811700640246272]
91383,[0.001885488978587091]
91384,[0.0023072496987879276]
91385,[0.001432639779523015]
91386,[0.0015847338363528252]
91387,[0.021133743226528168]
91388,[0.00328511418774724]
91389,[0.0477718859910965]
91390,[0.04467923194169998]
91391,[0.0015715266345068812]
91392,[0.0016333546955138445]
91393,[0.0019134380854666233]
91394,[0.005322099197655916]
91395,[0.019183503463864326]
91396,[0.0017533514183014631]
91397,[0.0041150907054543495]
91398,[0.0031152013689279556]
91399,[0.0015876664547249675]
91400,[0.00504604447633028]
91401,[0.00265368539839983]
91402,[0.0026434380561113358]
91403,[0.0016714605735614896]
91404,[0.003253757953643799]
91405,[0.0026181747671216726]
91406,[0.0016047731041908264]
91407,[0.05378708988428116]
91408,[0.008134693838655949]
91409,[0.008519685827195644]
91410,[0.0031997011974453926]
91411,[0.009905064478516579]
91412,[0.0015369682805612683]
91413,[0.7649754285812378]
91414,[0.007592811714857817]
91415,[0.004893524572253227]
91416,[0.0011359824566170573]
91417,[0.00217734114266932]
91418,[0.0027930671349167824]
91419,[0.008380292914807796]
91420,[0.0015279257204383612]
91421,[0.007929406128823757]
91422,[0.0036540967412292957]
91423,[0.0043594916351139545]
91424,[0.0027745836414396763]
91425,[0.004406088963150978]
91426,[0.0032932257745414972]
91427,[0.0013330918736755848]
91428,[0.002843704307451844]
91429,[0.12584206461906433]
91430,[0.0034219149965792894]
91431,[0.0017016116762533784]
91432,[0.004956966266036034]
91433,[0.0011727532837539911]
91434,[0.005539381876587868]
91435,[0.004588146228343248]
91436,[0.0012161715421825647]
91437,[0.0029895883053541183]
91438,[0.004201294854283333]
91439,[0.008990300819277763]
91440,[0.0038410411216318607]
91441,[0.0019427004735916853]
91442,[0.0016686046728864312]
91443,[0.0023684005718678236]
91444,[0.041707593947649]
91445,[0.007653108332306147]
91446,[0.025835560634732246]
91447,[0.002505004173144698]
91448,[0.0019118054769933224]
91449,[0.001938320929184556]
91450,[0.0015668427804484963]
91451,[0.0023139556869864464]
91452,[0.0017743277130648494]
91453,[0.0016708070179447532]
91454,[0.013715296983718872]
91455,[0.006203437689691782]
91456,[0.0033202371560037136]
91457,[0.0032165921293199062]
91458,[0.0031544535886496305]
91459,[0.0012897911947220564]
91460,[0.03247023746371269]
91461,[0.021064989268779755]
91462,[0.011644622310996056]
91463,[0.00292017194442451]
91464,[0.004613903816789389]
91465,[0.0006612015422433615]
91466,[0.5380829572677612]
91467,[0.002302152570337057]
91468,[0.04132711887359619]
91469,[28.512657165527344]
91470,[0.011016602627933025]
91471,[0.060202132910490036]
91472,[0.12266214191913605]
91473,[0.09265954047441483]
91474,[0.4430933892726898]
91475,[0.0733533501625061]
91476,[0.0027530607767403126]
91477,[0.320054292678833]
91478,[0.07409487664699554]
91479,[0.004057948011904955]
91480,[0.028991425409913063]
91481,[0.004432031884789467]
91482,[0.006520472466945648]
91483,[0.056286364793777466]
91484,[0.010705668479204178]
91485,[0.22592191398143768]
91486,[0.001242749858647585]
91487,[0.9223576784133911]
91488,[0.18570688366889954]
91489,[0.008538540452718735]
91490,[0.0016596525674685836]
91491,[0.005095615983009338]
91492,[1.797331690788269]
91493,[0.014322083443403244]
91494,[0.021574759855866432]
91495,[1.1078979969024658]
91496,[0.0027815590146929026]
91497,[0.09781251847743988]
91498,[0.22816801071166992]
91499,[0.002617108868435025]
91500,[0.09724397212266922]
91501,[0.08402565866708755]
91502,[0.24196523427963257]
91503,[0.010757632553577423]
91504,[0.005683557596057653]
91505,[0.04114238917827606]
91506,[0.0768970400094986]
91507,[0.015299308113753796]
91508,[0.05520307645201683]
91509,[0.017206229269504547]
91510,[0.012169916182756424]
91511,[0.00160988827701658]
91512,[0.007510904222726822]
91513,[0.02497783489525318]
91514,[0.0029941340908408165]
91515,[0.0018529618391767144]
91516,[0.03193981572985649]
91517,[0.002470612758770585]
91518,[0.2057660073041916]
91519,[0.18726661801338196]
91520,[0.013155926950275898]
91521,[0.0028670672327280045]
91522,[0.04626590013504028]
91523,[0.005157546605914831]
91524,[0.009857956320047379]
91525,[0.027010275050997734]
91526,[0.02708720602095127]
91527,[0.0034841643646359444]
91528,[0.008237715810537338]
91529,[0.010212088003754616]
91530,[0.011988538317382336]
91531,[0.0056829676032066345]
91532,[0.005591227672994137]
91533,[0.007957302033901215]
91534,[0.0015533106634393334]
91535,[0.018917152658104897]
91536,[0.00476674921810627]
91537,[0.0023232214152812958]
91538,[0.0027980334125459194]
91539,[0.035223834216594696]
91540,[0.00770158926025033]
91541,[0.016536211594939232]
91542,[0.00388161838054657]
91543,[0.0195152647793293]
91544,[0.002018855419009924]
91545,[0.007518812082707882]
91546,[0.008734391070902348]
91547,[0.0034105246886610985]
91548,[0.0013334729010239244]
91549,[0.007392984349280596]
91550,[0.011224743910133839]
91551,[0.012621410191059113]
91552,[0.003248640103265643]
91553,[0.0022565783001482487]
91554,[0.0011479195673018694]
91555,[0.002510567894205451]
91556,[0.003889236133545637]
91557,[0.003992236219346523]
91558,[0.008202658966183662]
91559,[0.005732887424528599]
91560,[0.011041125282645226]
91561,[0.022413618862628937]
91562,[0.011772164143621922]
91563,[0.0018682100344449282]
91564,[0.0015428881160914898]
91565,[0.001029280130751431]
91566,[0.0012434172676876187]
91567,[0.001210627844557166]
91568,[0.00042795625631697476]
91569,[0.041527159512043]
91570,[0.002138635143637657]
91571,[0.004273619968444109]
91572,[0.008110500872135162]
91573,[0.0022432985715568066]
91574,[0.001788128400221467]
91575,[0.0010991111630573869]
91576,[0.006715943105518818]
91577,[0.04363680258393288]
91578,[0.0021189029794186354]
91579,[0.0026844097301363945]
91580,[0.0032680118456482887]
91581,[0.0026501482352614403]
91582,[0.0023241874296218157]
91583,[0.004817609209567308]
91584,[0.0033903499133884907]
91585,[0.008072424679994583]
91586,[0.0017464132979512215]
91587,[0.0022704910952597857]
91588,[0.0031134621240198612]
91589,[0.007142816204577684]
91590,[0.007181382738053799]
91591,[0.0008184443577192724]
91592,[0.0025812904350459576]
91593,[0.006023698020726442]
91594,[0.006877548526972532]
91595,[0.040175698697566986]
91596,[0.011568563058972359]
91597,[0.001706013921648264]
91598,[0.003102800576016307]
91599,[0.0028082625940442085]
91600,[0.003424906637519598]
91601,[0.0019642291590571404]
91602,[0.005309008993208408]
91603,[0.004307253751903772]
91604,[0.0015238340711221099]
91605,[0.016308961436152458]
91606,[0.0054496293887495995]
91607,[0.002741910284385085]
91608,[0.002419687807559967]
91609,[0.024691488593816757]
91610,[0.006030588876456022]
91611,[0.0022255275398492813]
91612,[0.008120136335492134]
91613,[0.01450182031840086]
91614,[0.003913223743438721]
91615,[0.0039616855792701244]
91616,[0.0041683451272547245]
91617,[0.002344456035643816]
91618,[0.006424802355468273]
91619,[0.009305717423558235]
91620,[0.004294196609407663]
91621,[0.005820069462060928]
91622,[0.004456877708435059]
91623,[0.002925652312114835]
91624,[0.0034363209269940853]
91625,[0.0017332438146695495]
91626,[0.002975673181936145]
91627,[0.00414550956338644]
91628,[0.00559677928686142]
91629,[0.008846660144627094]
91630,[0.0025689536705613136]
91631,[0.006881440058350563]
91632,[0.011233026161789894]
91633,[0.04838777333498001]
91634,[0.0027944992762058973]
91635,[0.0028000054880976677]
91636,[0.00111750653013587]
91637,[0.004691810347139835]
91638,[0.0074166711419820786]
91639,[0.02182847447693348]
91640,[0.0030691479332745075]
91641,[0.001515267533250153]
91642,[0.0015278717037290335]
91643,[0.002622054424136877]
91644,[0.00636481074616313]
91645,[0.0011895595816895366]
91646,[0.0014767094980925322]
91647,[0.003813944524154067]
91648,[0.00697356928139925]
91649,[0.0033581366296857595]
91650,[0.0015187021344900131]
91651,[0.007763168774545193]
91652,[1.0756350755691528]
91653,[0.00587126612663269]
91654,[0.001223064260557294]
91655,[0.0023749168030917645]
91656,[0.012284317053854465]
91657,[0.017194760963320732]
91658,[0.05899224057793617]
91659,[0.0026529990136623383]
91660,[1.031028389930725]
91661,[0.0012095938436686993]
91662,[0.03365764766931534]
91663,[0.0021461464930325747]
91664,[0.020231379196047783]
91665,[0.04319006949663162]
91666,[0.026285694912075996]
91667,[0.006727262400090694]
91668,[0.09507708251476288]
91669,[0.12198249250650406]
91670,[0.13835293054580688]
91671,[0.007068278733640909]
91672,[0.12101848423480988]
91673,[0.003424587193876505]
91674,[0.007991314865648746]
91675,[2.6128156185150146]
91676,[0.11129569262266159]
91677,[0.0020267972722649574]
91678,[16.594911575317383]
91679,[0.26144906878471375]
91680,[0.02806803211569786]
91681,[0.6879456639289856]
91682,[0.7531214952468872]
91683,[1.2388635873794556]
91684,[1.0810885429382324]
91685,[0.02941267006099224]
91686,[0.736122190952301]
91687,[0.041686806827783585]
91688,[1.9186787605285645]
91689,[3.3587534427642822]
91690,[0.011832834221422672]
91691,[0.006815926171839237]
91692,[0.07612960785627365]
91693,[0.19425657391548157]
91694,[0.013257925398647785]
91695,[0.05807800218462944]
91696,[0.04707351326942444]
91697,[0.09251537173986435]
91698,[0.0036183586344122887]
91699,[0.014107286930084229]
91700,[0.015626270323991776]
91701,[0.029538162052631378]
91702,[0.06521760672330856]
91703,[0.056859713047742844]
91704,[1.447776436805725]
91705,[0.003912155982106924]
91706,[0.053518425673246384]
91707,[0.00707319937646389]
91708,[0.03039328008890152]
91709,[0.09676721692085266]
91710,[0.003615841269493103]
91711,[0.007866625674068928]
91712,[0.015712246298789978]
91713,[0.005792776122689247]
91714,[0.01993374526500702]
91715,[0.010512812994420528]
91716,[0.0029365960508584976]
91717,[0.013015296310186386]
91718,[0.12439323961734772]
91719,[0.010338530875742435]
91720,[0.20648160576820374]
91721,[0.12153512239456177]
91722,[0.031999681144952774]
91723,[0.011560358107089996]
91724,[0.02640138566493988]
91725,[0.006049845367670059]
91726,[0.0030292647425085306]
91727,[0.0076219141483306885]
91728,[0.002395025221630931]
91729,[0.024604052305221558]
91730,[0.11085496842861176]
91731,[0.06124779209494591]
91732,[0.006396348122507334]
91733,[0.011859433725476265]
91734,[0.0018529125954955816]
91735,[0.03777283802628517]
91736,[0.003231534268707037]
91737,[0.01567133516073227]
91738,[0.010122465901076794]
91739,[0.005935667082667351]
91740,[0.007347317412495613]
91741,[0.03641544282436371]
91742,[0.0032226694747805595]
91743,[0.05413471534848213]
91744,[0.006636573001742363]
91745,[0.002657994395121932]
91746,[0.09703737497329712]
91747,[0.0011998526751995087]
91748,[0.003996152896434069]
91749,[0.0035479760263115168]
91750,[0.007422035560011864]
91751,[0.01257344614714384]
91752,[0.026513636112213135]
91753,[0.007802784908562899]
91754,[0.015961382538080215]
91755,[0.009030519053339958]
91756,[0.002707864623516798]
91757,[0.02202153392136097]
91758,[0.002406009705737233]
91759,[0.003006263170391321]
91760,[0.004256869666278362]
91761,[0.0016987648559734225]
91762,[0.0032754121348261833]
91763,[0.0023610000498592854]
91764,[0.009107168763875961]
91765,[0.005468228831887245]
91766,[0.01819307543337345]
91767,[0.0023512498009949923]
91768,[0.0009353997884318233]
91769,[0.00971035473048687]
91770,[0.07365214824676514]
91771,[0.12478858232498169]
91772,[0.007845936343073845]
91773,[0.031953513622283936]
91774,[0.002177998423576355]
91775,[0.0026807577814906836]
91776,[0.00412036944180727]
91777,[0.00702859740704298]
91778,[0.005451755598187447]
91779,[0.01206743624061346]
91780,[0.04398300498723984]
91781,[0.00221154629252851]
91782,[0.009774670004844666]
91783,[0.0035151091869920492]
91784,[0.019514037296175957]
91785,[0.00482275802642107]
91786,[0.011239137500524521]
91787,[0.010150184854865074]
91788,[0.008430596441030502]
91789,[0.00928139965981245]
91790,[0.01496465876698494]
91791,[0.0015029141213744879]
91792,[0.0034009586088359356]
91793,[0.008965814486145973]
91794,[0.00507462490350008]
91795,[0.006579072214663029]
91796,[0.0014984384179115295]
91797,[0.002113332273438573]
91798,[0.008541966788470745]
91799,[0.007472456898540258]
91800,[0.002305867848917842]
91801,[0.0018143344204872847]
91802,[0.0036653028801083565]
91803,[0.0022992962040007114]
91804,[0.0023955069482326508]
91805,[0.006366574205458164]
91806,[0.0016989965224638581]
91807,[0.004628440830856562]
91808,[0.015317992307245731]
91809,[0.00130670634098351]
91810,[0.007037081755697727]
91811,[0.0007082579541020095]
91812,[0.0051503488793969154]
91813,[0.001704926835373044]
91814,[0.008036205545067787]
91815,[0.008664648979902267]
91816,[0.006146062631160021]
91817,[0.0031955880112946033]
91818,[0.00793437473475933]
91819,[0.0033173393458127975]
91820,[0.0032742710318416357]
91821,[0.0016200116369873285]
91822,[0.005879056639969349]
91823,[0.0045916312374174595]
91824,[0.0020915253553539515]
91825,[0.004262695088982582]
91826,[0.006281565874814987]
91827,[0.0014245143393054605]
91828,[0.0019986601546406746]
91829,[0.0048536015674471855]
91830,[0.0068435887806117535]
91831,[0.003828119719401002]
91832,[0.004261976573616266]
91833,[0.001589758088812232]
91834,[0.0034455149434506893]
91835,[0.004414713010191917]
91836,[0.003941637463867664]
91837,[0.0026646051555871964]
91838,[0.002794865518808365]
91839,[0.0011483258567750454]
91840,[0.009111739695072174]
91841,[0.0030767591670155525]
91842,[0.005889769643545151]
91843,[0.0029497910290956497]
91844,[0.0018367753364145756]
91845,[4.2528204917907715]
91846,[0.0012007574550807476]
91847,[1.2725844383239746]
91848,[0.021739447489380836]
91849,[0.12541300058364868]
91850,[0.0027673710137605667]
91851,[0.12466283142566681]
91852,[0.04630874842405319]
91853,[0.026138832792639732]
91854,[0.06483881175518036]
91855,[0.048683639615774155]
91856,[0.21846574544906616]
91857,[0.004175721667706966]
91858,[0.07109395414590836]
91859,[0.008994042873382568]
91860,[0.2657012939453125]
91861,[0.040398385375738144]
91862,[0.21008463203907013]
91863,[0.006432310678064823]
91864,[0.0015701972879469395]
91865,[0.001757864491082728]
91866,[0.005277779884636402]
91867,[0.09578996151685715]
91868,[0.0032426798716187477]
91869,[0.033131055533885956]
91870,[0.07311563193798065]
91871,[0.0035423128865659237]
91872,[0.009873033501207829]
91873,[0.027924858033657074]
91874,[0.011207541450858116]
91875,[0.02891463413834572]
91876,[0.00680958479642868]
91877,[0.004474718123674393]
91878,[0.00990468543022871]
91879,[0.004657754208892584]
91880,[0.00591249018907547]
91881,[0.027698196470737457]
91882,[0.004812120459973812]
91883,[0.0008683106862008572]
91884,[0.0023897234350442886]
91885,[0.0013517604675143957]
91886,[0.00749861029908061]
91887,[0.010945412330329418]
91888,[0.001958618639037013]
91889,[0.019855273887515068]
91890,[0.0029325694777071476]
91891,[0.009148014709353447]
91892,[0.000809659599326551]
91893,[0.030854420736432076]
91894,[0.009458321146667004]
91895,[0.018505550920963287]
91896,[0.008604099974036217]
91897,[0.0013329449575394392]
91898,[0.003797534853219986]
91899,[0.010069596581161022]
91900,[0.009003904648125172]
91901,[0.0021133222617208958]
91902,[0.0024940641596913338]
91903,[0.003013334237039089]
91904,[0.0033702030777931213]
91905,[0.018248707056045532]
91906,[0.008738312870264053]
91907,[0.0010242597199976444]
91908,[0.003738284343853593]
91909,[2.3352420330047607]
91910,[0.0012268099235370755]
91911,[0.0007870261324569583]
91912,[0.0007881583296693861]
91913,[0.008808479644358158]
91914,[0.02119399607181549]
91915,[0.06785757839679718]
91916,[0.01771075651049614]
91917,[0.003086209762841463]
91918,[0.17282775044441223]
91919,[0.03357134014368057]
91920,[0.002465318189933896]
91921,[0.0025165013503283262]
91922,[0.0026002610102295876]
91923,[0.07175471633672714]
91924,[0.0015050482470542192]
91925,[0.0034133498556911945]
91926,[0.006666088011115789]
91927,[0.007332150824368]
91928,[0.0022480154875665903]
91929,[0.009632205590605736]
91930,[0.0031088311225175858]
91931,[0.013424974866211414]
91932,[0.0028705429285764694]
91933,[0.002804512856528163]
91934,[0.002630159491673112]
91935,[0.0013013370335102081]
91936,[0.027356404811143875]
91937,[0.005355499684810638]
91938,[0.008086781948804855]
91939,[0.004731246270239353]
91940,[0.014294134452939034]
91941,[0.0018145972862839699]
91942,[0.0028629815205931664]
91943,[0.001983724534511566]
91944,[0.0020507501903921366]
91945,[0.0010061142966151237]
91946,[0.013971596024930477]
91947,[0.0037035495042800903]
91948,[0.010359054431319237]
91949,[0.04291554540395737]
91950,[0.007430625148117542]
91951,[0.055058855563402176]
91952,[0.005427648313343525]
91953,[0.0017997385002672672]
91954,[0.003877835115417838]
91955,[0.012250838801264763]
91956,[0.004493575543165207]
91957,[0.0020340201444923878]
91958,[0.051795389503240585]
91959,[0.017514212056994438]
91960,[0.018778936937451363]
91961,[0.007350321859121323]
91962,[0.0018872229848057032]
91963,[0.004002545960247517]
91964,[0.0013119267532601953]
91965,[38.87548065185547]
91966,[0.10872306674718857]
91967,[0.1916426718235016]
91968,[0.02461535483598709]
91969,[0.5436791777610779]
91970,[0.04049547761678696]
91971,[1.1311722993850708]
91972,[1.5290607213974]
91973,[0.02355300635099411]
91974,[0.007236230652779341]
91975,[0.0075614615343511105]
91976,[0.8405221104621887]
91977,[0.01751713827252388]
91978,[0.013302908279001713]
91979,[0.01010936126112938]
91980,[0.004208823665976524]
91981,[1.293023705482483]
91982,[0.38296377658843994]
91983,[0.004334765020757914]
91984,[0.005815368145704269]
91985,[0.006803622003644705]
91986,[6.639355182647705]
91987,[3.606654644012451]
91988,[0.053869664669036865]
91989,[0.033379025757312775]
91990,[0.10553307086229324]
91991,[0.11593791842460632]
91992,[0.012903568334877491]
91993,[0.04933461546897888]
91994,[1.6200448274612427]
91995,[9.018258094787598]
91996,[0.0061656394973397255]
91997,[2.640437126159668]
91998,[0.12441052496433258]
91999,[0.017468642443418503]
92000,[0.03128572553396225]
92001,[3.0533900260925293]
92002,[0.0666571706533432]
92003,[0.035219140350818634]
92004,[0.0719219297170639]
92005,[0.13549575209617615]
92006,[0.04418192803859711]
